400.03	78.443
400.23	78.584
400.44	77.892
400.64	77.997
400.85	77.892
401.05	78.186
401.26	78.052
401.46	77.897
401.67	77.81
401.87	77.974
402.08	77.782
402.28	77.76
402.49	77.697
402.69	77.665
402.9	77.471
403.1	77.308
403.31	77.235
403.51	77.433
403.72	77.646
403.92	77.426
404.13	77.506
404.33	77.729
404.54	77.471
404.74	77.538
404.95	77.741
405.15	77.768
405.36	77.908
405.56	78.069
405.77	78.32
405.97	78.084
406.18	77.856
406.38	77.759
406.59	77.886
406.79	78.251
407	78.386
407.2	78.532
407.41	78.766
407.61	78.798
407.82	78.631
408.02	78.816
408.23	79.124
408.43	79.285
408.64	79.108
408.84	79.284
409.05	79.325
409.25	79.147
409.46	79.008
409.66	78.782
409.87	78.575
410.07	78.672
410.27	78.97
410.48	78.739
410.68	78.867
410.89	78.928
411.09	78.8
411.3	78.806
411.5	78.654
411.71	78.76
411.91	78.847
412.12	78.841
412.32	78.689
412.53	78.584
412.73	78.43
412.93	78.746
413.14	78.813
413.34	78.859
413.55	79.216
413.75	79.419
413.96	79.296
414.16	79.19
414.37	78.941
414.57	78.816
414.78	78.956
414.98	78.875
415.18	78.731
415.39	78.789
415.59	78.716
415.8	78.902
416	78.771
416.21	78.915
416.41	79.07
416.61	79.041
416.82	78.966
417.02	79.095
417.23	79.158
417.43	79.198
417.64	79.212
417.84	79.092
418.04	78.984
418.25	79.266
418.45	79.403
418.66	79.399
418.86	79.546
419.07	79.596
419.27	79.619
419.47	79.64
419.68	79.64
419.88	79.638
420.09	79.564
420.29	79.41
420.5	79.46
420.7	79.57
420.9	79.673
421.11	79.725
421.31	79.692
421.52	79.443
421.72	79.575
421.92	79.529
422.13	79.188
422.33	79.354
422.54	79.469
422.74	79.313
422.94	79.377
423.15	79.336
423.35	79.468
423.56	79.525
423.76	79.61
423.96	79.647
424.17	79.649
424.37	80.053
424.58	80.136
424.78	79.903
424.98	79.665
425.19	79.729
425.39	79.778
425.6	79.816
425.8	79.801
426	79.599
426.21	79.829
426.41	80.103
426.61	80.093
426.82	80.075
427.02	80.252
427.23	80.468
427.43	80.552
427.63	80.392
427.84	80.367
428.04	80.339
428.24	80.242
428.45	80.195
428.65	79.899
428.86	79.878
429.06	79.935
429.26	80.172
429.47	80.323
429.67	80.47
429.87	80.352
430.08	80.389
430.28	80.497
430.49	80.306
430.69	80.239
430.89	80.098
431.1	80.023
431.3	79.887
431.5	79.719
431.71	79.543
431.91	79.628
432.11	79.759
432.32	79.91
432.52	79.971
432.72	80.17
432.93	80.178
433.13	80.226
433.33	80.279
433.54	80.316
433.74	80.123
433.94	79.98
434.15	79.968
434.35	79.989
434.55	80.014
434.76	80.182
434.96	80.375
435.17	80.541
435.37	80.704
435.57	80.844
435.78	81.033
435.98	81.302
436.18	81.354
436.38	81.216
436.59	81.224
436.79	81.235
436.99	80.998
437.2	80.911
437.4	81.018
437.6	80.993
437.81	80.916
438.01	80.876
438.21	80.972
438.42	81.073
438.62	81.155
438.82	81.268
439.03	81.163
439.23	81.167
439.43	81.134
439.64	81.026
439.84	80.831
440.04	80.657
440.25	80.534
440.45	80.542
440.65	80.506
440.85	80.49
441.06	80.533
441.26	80.703
441.46	80.99
441.67	81.097
441.87	81.247
442.07	81.318
442.28	81.363
442.48	81.418
442.68	81.443
442.88	81.348
443.09	81.068
443.29	81.065
443.49	80.981
443.7	80.957
443.9	80.945
444.1	81.056
444.3	81.208
444.51	81.259
444.71	81.265
444.91	81.395
445.12	81.331
445.32	81.397
445.52	81.359
445.72	81.241
445.93	81.137
446.13	80.987
446.33	80.845
446.53	80.748
446.74	80.72
446.94	80.567
447.14	80.585
447.35	80.761
447.55	80.777
447.75	80.876
447.95	80.999
448.16	81.157
448.36	81.314
448.56	81.468
448.76	81.373
448.97	81.28
449.17	81.308
449.37	81.35
449.57	81.104
449.78	80.933
449.98	80.869
450.18	80.847
450.38	80.973
450.59	80.979
450.79	81.108
450.99	81.124
451.19	81.271
451.4	81.422
451.6	81.542
451.8	81.638
452	81.647
452.21	81.655
452.41	81.534
452.61	81.421
452.81	81.217
453.02	81.28
453.22	81.335
453.42	81.206
453.62	81.189
453.83	81.477
454.03	81.776
454.23	81.821
454.43	81.883
454.63	81.875
454.84	81.999
455.04	82.078
455.24	82.071
455.44	82.082
455.65	81.945
455.85	81.825
456.05	81.712
456.25	81.51
456.45	81.383
456.66	81.338
456.86	81.375
457.06	81.301
457.26	81.337
457.46	81.438
457.67	81.529
457.87	81.622
458.07	81.608
458.27	81.595
458.48	81.676
458.68	81.627
458.88	81.69
459.08	81.618
459.28	81.476
459.49	81.526
459.69	81.474
459.89	81.408
460.09	81.34
460.29	81.397
460.5	81.581
460.7	81.704
460.9	81.733
461.1	81.813
461.3	81.938
461.5	82.037
461.71	82.082
461.91	82.219
462.11	82.267
462.31	82.176
462.51	82.063
462.72	81.969
462.92	81.927
463.12	81.767
463.32	81.743
463.52	81.763
463.72	81.679
463.93	81.691
464.13	81.844
464.33	81.911
464.53	81.995
464.73	82.087
464.93	82.158
465.14	82.286
465.34	82.353
465.54	82.384
465.74	82.227
465.94	82.098
466.14	81.942
466.35	81.813
466.55	81.727
466.75	81.705
466.95	81.703
467.15	81.765
467.35	81.884
467.56	81.939
467.76	82.088
467.96	82.22
468.16	82.357
468.36	82.453
468.56	82.535
468.76	82.567
468.97	82.585
469.17	82.561
469.37	82.546
469.57	82.466
469.77	82.44
469.97	82.414
470.17	82.369
470.38	82.366
470.58	82.35
470.78	82.466
470.98	82.628
471.18	82.701
471.38	82.867
471.58	82.911
471.78	82.966
471.99	82.98
472.19	82.974
472.39	82.968
472.59	82.868
472.79	82.839
472.99	82.824
473.19	82.711
473.39	82.599
473.6	82.513
473.8	82.447
474	82.337
474.2	82.409
474.4	82.472
474.6	82.499
474.8	82.6
475	82.657
475.2	82.674
475.41	82.741
475.61	82.75
475.81	82.758
476.01	82.746
476.21	82.697
476.41	82.629
476.61	82.601
476.81	82.653
477.01	82.637
477.21	82.578
477.42	82.61
477.62	82.592
477.82	82.62
478.02	82.636
478.22	82.741
478.42	82.786
478.62	82.823
478.82	82.835
479.02	82.838
479.22	82.803
479.42	82.761
479.63	82.697
479.83	82.62
480.03	82.607
480.23	82.582
480.43	82.609
480.63	82.569
480.83	82.531
481.03	82.429
481.23	82.395
481.43	82.315
481.63	82.266
481.83	82.325
482.03	82.351
482.23	82.404
482.44	82.438
482.64	82.516
482.84	82.548
483.04	82.649
483.24	82.67
483.44	82.704
483.64	82.737
483.84	82.734
484.04	82.725
484.24	82.694
484.44	82.73
484.64	82.686
484.84	82.747
485.04	82.791
485.24	82.874
485.44	82.892
485.64	82.97
485.84	83.03
486.05	83.073
486.25	83.089
486.45	83.179
486.65	83.234
486.85	83.204
487.05	83.237
487.25	83.214
487.45	83.247
487.65	83.258
487.85	83.259
488.05	83.3
488.25	83.305
488.45	83.284
488.65	83.235
488.85	83.21
489.05	83.162
489.25	83.2
489.45	83.154
489.65	83.203
489.85	83.249
490.05	83.291
490.25	83.323
490.45	83.362
490.65	83.388
490.85	83.448
491.05	83.504
491.25	83.574
491.45	83.569
491.65	83.591
491.85	83.619
492.05	83.561
492.25	83.5
492.45	83.466
492.65	83.48
492.85	83.453
493.05	83.479
493.25	83.491
493.45	83.458
493.65	83.475
493.85	83.448
494.05	83.441
494.25	83.454
494.45	83.484
494.65	83.489
494.85	83.424
495.05	83.354
495.25	83.313
495.45	83.291
495.65	83.31
495.85	83.275
496.05	83.226
496.25	83.248
496.45	83.284
496.65	83.259
496.85	83.249
497.05	83.25
497.25	83.244
497.45	83.286
497.65	83.293
497.85	83.339
498.05	83.312
498.25	83.355
498.45	83.345
498.65	83.335
498.85	83.333
499.05	83.34
499.25	83.356
499.45	83.369
